method,C,rho,inner_fold,n,BA,Brier,MCC,accuracy,predicted_up,constant,seed,symbol,fold
A2,0.01,0.0,1,241,0.507448275862069,0.2533002022587022,0.01863676276101807,0.5186721991701245,0.8008298755186722,False,573,AMZN,1
A2,0.1,0.0,1,241,0.6007931034482759,0.25132869456953705,0.20173930860508255,0.6016597510373444,0.5269709543568465,False,573,AMZN,1
A2,1.0,0.0,1,241,0.6069655172413793,0.2411553605194185,0.21409351190317005,0.6058091286307054,0.4730290456431535,False,573,AMZN,1
A2,0.01,0.0,2,241,0.5083746898263027,0.2541201119381475,0.023759367101128838,0.5186721991701245,0.8547717842323651,False,573,AMZN,1
A2,0.1,0.0,2,241,0.5948786876206231,0.2522697461677812,0.19307292735153686,0.5975103734439834,0.5933609958506224,False,573,AMZN,1
A2,1.0,0.0,2,241,0.6126964433416047,0.24252060453021504,0.2265198581426756,0.6141078838174274,0.5518672199170125,False,573,AMZN,1
A3,0.01,0.0,0,241,0.5918965517241379,0.24490550606967568,0.18541132564604926,0.5892116182572614,0.4315352697095436,False,573,AMZN,1
A3,0.1,0.0,0,241,0.6069655172413793,0.24036021189701803,0.21409351190317005,0.6058091286307054,0.4730290456431535,False,573,AMZN,1
A3,1.0,0.0,0,241,0.6023448275862069,0.23571587747733264,0.20463321241519225,0.6016597510373444,0.4854771784232365,False,573,AMZN,1
A3,0.01,0.0,1,241,0.6217241379310345,0.25055502439861144,0.24353226698958497,0.6224066390041494,0.5228215767634855,False,573,AMZN,1
A3,0.1,0.0,1,241,0.6294137931034482,0.24888825595712005,0.2594546136367326,0.6307053941908713,0.5394190871369294,False,573,AMZN,1
A3,1.0,0.0,1,241,0.6324827586206896,0.24664731985416924,0.2672984289426346,0.6348547717842323,0.5684647302904564,False,573,AMZN,1
A3,0.01,0.0,2,241,0.6096291701130411,0.2502292953008338,0.21925834022608215,0.6099585062240664,0.5145228215767634,False,573,AMZN,1
A3,0.1,0.0,2,241,0.5960849186655639,0.24696865765219014,0.19313069250818948,0.5975103734439834,0.5518672199170125,False,573,AMZN,1
A3,1.0,0.0,2,241,0.6202784670526607,0.24236635010225918,0.24334037192367802,0.6224066390041494,0.5767634854771784,False,573,AMZN,1
B1,0.01,0.0,0,241,0.5540344827586207,0.24346352356639878,0.10867776723246794,0.5518672199170125,0.44398340248962653,False,573,AMZN,1
B1,0.01,0.1,0,241,0.5540344827586207,0.24343628798703484,0.10867776723246794,0.5518672199170125,0.44398340248962653,False,573,AMZN,1
B1,0.01,1.0,0,241,0.5694137931034483,0.24316553001886748,0.13887548256374915,0.5684647302904564,0.47717842323651455,False,573,AMZN,1
B1,0.1,0.0,0,241,0.589103448275862,0.24483953590765073,0.17809638825095586,0.5892116182572614,0.5062240663900415,False,573,AMZN,1
B1,0.1,0.1,0,241,0.589103448275862,0.24470315196196507,0.17809638825095586,0.5892116182572614,0.5062240663900415,False,573,AMZN,1
B1,0.1,1.0,0,241,0.5884827586206897,0.24477773064963249,0.17702657141509207,0.5892116182572614,0.5228215767634855,False,573,AMZN,1
B1,1.0,0.0,0,241,0.5847931034482758,0.2652223441286171,0.1695043969301579,0.5850622406639004,0.5103734439834025,False,573,AMZN,1
B1,1.0,0.1,0,241,0.589103448275862,0.2646315139169985,0.17809638825095586,0.5892116182572614,0.5062240663900415,False,573,AMZN,1
B1,1.0,1.0,0,241,0.6054137931034482,0.2629760173412994,0.21076945092764243,0.6058091286307054,0.5145228215767634,False,573,AMZN,1
B1,0.01,0.0,1,241,0.5669655172413793,0.24386960189969398,0.13511024180286216,0.5643153526970954,0.4315352697095436,False,573,AMZN,1
B1,0.01,0.1,1,241,0.5669655172413793,0.2438597048186527,0.13511024180286216,0.5643153526970954,0.4315352697095436,False,573,AMZN,1
B1,0.01,1.0,1,241,0.5989655172413794,0.24489488436816761,0.1982869027527062,0.5975103734439834,0.46473029045643155,False,573,AMZN,1
B1,0.1,0.0,1,241,0.5783448275862069,0.24238258464720505,0.15706924651816054,0.5767634854771784,0.4605809128630705,False,573,AMZN,1
B1,0.1,0.1,1,241,0.5823448275862069,0.24251438258283772,0.16498575741235624,0.5809128630705395,0.46473029045643155,False,573,AMZN,1
B1,0.1,1.0,1,241,0.5943448275862069,0.24737825673182867,0.18875475424461882,0.5933609958506224,0.47717842323651455,False,573,AMZN,1
B1,1.0,0.0,1,241,0.6146551724137931,0.24780508062199266,0.22919972338055103,0.6141078838174274,0.4896265560165975,False,573,AMZN,1
B1,1.0,0.1,1,241,0.6106551724137931,0.24941786281806255,0.22124931894890565,0.6099585062240664,0.4854771784232365,False,573,AMZN,1
B1,1.0,1.0,1,241,0.6069655172413793,0.2587851478864792,0.21409351190317005,0.6058091286307054,0.4730290456431535,False,573,AMZN,1
B1,0.01,0.0,2,241,0.5726151089054314,0.2471688770414485,0.14517019291976382,0.5726141078838174,0.5020746887966805,False,573,AMZN,1
B1,0.01,0.1,2,241,0.5683416046319272,0.25043349616989263,0.13663612745016596,0.5684647302904564,0.5062240663900415,False,573,AMZN,1
B1,0.01,1.0,2,241,0.5723738626964434,0.2510365414812372,0.14471780338214985,0.5726141078838174,0.5103734439834025,False,573,AMZN,1
B1,0.1,0.0,2,241,0.6122139509236284,0.2373898140937206,0.2264663442599019,0.6141078838174274,0.5684647302904564,False,573,AMZN,1
B1,0.1,0.1,2,241,0.6122139509236284,0.2401821813216668,0.2264663442599019,0.6141078838174274,0.5684647302904564,False,573,AMZN,1
B1,0.1,1.0,2,241,0.583264405845051,0.24566712510837962,0.16785297877018107,0.5850622406639004,0.5643153526970954,False,573,AMZN,1
B1,1.0,0.0,2,241,0.6162462089881444,0.25586506981182666,0.2348845289347186,0.6182572614107884,0.5726141078838174,False,573,AMZN,1
B1,1.0,0.1,2,241,0.6247932175351529,0.25695678852847254,0.25157104144322257,0.6265560165975104,0.5643153526970954,False,573,AMZN,1
B1,1.0,1.0,2,241,0.6039081885856079,0.2636315091331316,0.20970393978611923,0.6058091286307054,0.5684647302904564,False,573,AMZN,1
B2,0.01,0.0,0,241,0.5540344827586207,0.24346352356639878,0.10867776723246794,0.5518672199170125,0.44398340248962653,False,573,AMZN,1
B2,0.01,0.1,0,241,0.5481724137931034,0.24276821135206228,0.09629834994364805,0.5477178423236515,0.4896265560165975,False,573,AMZN,1
B2,0.01,1.0,0,241,0.5801724137931035,0.24119177549359472,0.16040014752146886,0.5809128630705395,0.5228215767634855,False,573,AMZN,1
B2,0.1,0.0,0,241,0.589103448275862,0.24483953590765073,0.17809638825095586,0.5892116182572614,0.5062240663900415,False,573,AMZN,1
B2,0.1,0.1,0,241,0.5961724137931035,0.2429809984811678,0.1928107960119497,0.5975103734439834,0.5394190871369294,False,573,AMZN,1
B2,0.1,1.0,0,241,0.6007931034482759,0.24996935881750468,0.20173930860508255,0.6016597510373444,0.5269709543568465,False,573,AMZN,1
B2,1.0,0.0,0,241,0.5847931034482758,0.2652223441286171,0.1695043969301579,0.5850622406639004,0.5103734439834025,False,573,AMZN,1
B2,1.0,0.1,0,241,0.6007931034482759,0.2605690821282594,0.20173930860508255,0.6016597510373444,0.5269709543568465,False,573,AMZN,1
B2,1.0,1.0,0,241,0.5887931034482758,0.2720941150437196,0.17753723786021566,0.5892116182572614,0.5145228215767634,False,573,AMZN,1
B2,0.01,0.0,1,241,0.5669655172413793,0.24386960189969398,0.13511024180286216,0.5643153526970954,0.4315352697095436,False,573,AMZN,1
B2,0.01,0.1,1,241,0.5866551724137932,0.24363967765279465,0.17373020092435626,0.5850622406639004,0.4605809128630705,False,573,AMZN,1
B2,0.01,1.0,1,241,0.6186551724137931,0.23269884341592278,0.23716318574749967,0.6182572614107884,0.49377593360995853,False,573,AMZN,1
B2,0.1,0.0,1,241,0.5783448275862069,0.24238258464720505,0.15706924651816054,0.5767634854771784,0.4605809128630705,False,573,AMZN,1
B2,0.1,0.1,1,241,0.6020344827586206,0.24140695909287607,0.20394241982762323,0.6016597510373444,0.49377593360995853,False,573,AMZN,1
B2,0.1,1.0,1,241,0.6272758620689656,0.23450275162243567,0.2544815320163324,0.6265560165975104,0.4854771784232365,False,573,AMZN,1
B2,1.0,0.0,1,241,0.6146551724137931,0.24780508062199266,0.22919972338055103,0.6141078838174274,0.4896265560165975,False,573,AMZN,1
B2,1.0,0.1,1,241,0.6146551724137931,0.24628361704543958,0.22919972338055103,0.6141078838174274,0.4896265560165975,False,573,AMZN,1
B2,1.0,1.0,1,241,0.6263448275862069,0.26124786477839196,0.25256775532822223,0.6265560165975104,0.5103734439834025,False,573,AMZN,1
B2,0.01,0.0,2,241,0.5726151089054314,0.2471688770414485,0.14517019291976382,0.5726141078838174,0.5020746887966805,False,573,AMZN,1
B2,0.01,0.1,2,241,0.5631031155224704,0.25045444649321663,0.1266346575998561,0.5643153526970954,0.5435684647302904,False,573,AMZN,1
B2,0.01,1.0,2,241,0.6164874551971327,0.2446418272028722,0.23482742890861424,0.6182572614107884,0.5643153526970954,False,573,AMZN,1
B2,0.1,0.0,2,241,0.6122139509236284,0.2373898140937206,0.2264663442599019,0.6141078838174274,0.5684647302904564,False,573,AMZN,1
B2,0.1,0.1,2,241,0.5993934381031155,0.2424172887978138,0.20135702122970187,0.6016597510373444,0.5809128630705395,False,573,AMZN,1
B2,0.1,1.0,2,241,0.5956024262475875,0.2597854535749108,0.19294153531233657,0.5975103734439834,0.5684647302904564,False,573,AMZN,1
B2,1.0,0.0,2,241,0.6162462089881444,0.25586506981182666,0.2348845289347186,0.6182572614107884,0.5726141078838174,False,573,AMZN,1
B2,1.0,0.1,2,241,0.6084229390681004,0.2594698656525823,0.2181276180034086,0.6099585062240664,0.5560165975103735,False,573,AMZN,1
B2,1.0,1.0,2,241,0.5785084091535704,0.2917795433170895,0.1592723507375964,0.5809128630705395,0.5850622406639004,False,573,AMZN,1
A1,0.01,0.0,0,241,0.5145172413793103,0.2511460066985025,0.03899151145243905,0.5269709543568465,0.8340248962655602,False,573,AMZN,2
A1,0.1,0.0,0,241,0.6038275862068966,0.24944272549289773,0.2203275589673761,0.6099585062240664,0.6680497925311203,False,573,AMZN,2
A1,1.0,0.0,0,241,0.6118620689655172,0.24143584284471512,0.22544091617107337,0.6141078838174274,0.5643153526970954,False,573,AMZN,2
A1,0.01,0.0,1,241,0.519448275862069,0.2545726392598901,0.04987246225326536,0.5311203319502075,0.8132780082987552,False,573,AMZN,2
A1,0.1,0.0,1,241,0.5881724137931035,0.25325052449088625,0.17656414687890626,0.5892116182572614,0.5311203319502075,False,573,AMZN,2
A1,1.0,0.0,1,241,0.5974137931034482,0.2477206516884482,0.19470677121089408,0.5975103734439834,0.5062240663900415,False,573,AMZN,2
A1,0.01,0.0,2,241,0.5418389853873725,0.24609467823939135,0.11601094581814746,0.5518672199170125,0.8464730290456431,False,573,AMZN,2
A1,0.1,0.0,2,241,0.5960159911772815,0.2450613417694214,0.20886288266243405,0.6016597510373444,0.6970954356846473,False,573,AMZN,2
A1,1.0,0.0,2,241,0.5977047146401986,0.24074593160013552,0.20334303579969115,0.6016597510373444,0.6390041493775933,False,573,AMZN,2
A2,0.01,0.0,0,241,0.5145172413793103,0.2511431684791,0.03899151145243905,0.5269709543568465,0.8340248962655602,False,573,AMZN,2
A2,0.1,0.0,0,241,0.6007586206896551,0.2495199309512066,0.20964100053452342,0.6058091286307054,0.6390041493775933,False,573,AMZN,2
A2,1.0,0.0,0,241,0.6118620689655172,0.24210352772445792,0.22544091617107337,0.6141078838174274,0.5643153526970954,False,573,AMZN,2
A2,0.01,0.0,1,241,0.519448275862069,0.25457216115324965,0.04987246225326536,0.5311203319502075,0.8132780082987552,False,573,AMZN,2
A2,0.1,0.0,1,241,0.601103448275862,0.2533458302227229,0.20220689655172414,0.6016597510373444,0.5186721991701245,False,573,AMZN,2
A2,1.0,0.0,1,241,0.5977241379310345,0.24822315584047183,0.1953136232275102,0.5975103734439834,0.4979253112033195,False,573,AMZN,2
A2,0.01,0.0,2,241,0.5418389853873725,0.2460772243312998,0.11601094581814746,0.5518672199170125,0.8464730290456431,False,573,AMZN,2
A2,0.1,0.0,2,241,0.6000482492417976,0.2449637902946661,0.21849105507718322,0.6058091286307054,0.7012448132780082,False,573,AMZN,2
A2,1.0,0.0,2,241,0.602219465122691,0.2405650364310469,0.2112309950449562,0.6058091286307054,0.6265560165975104,False,573,AMZN,2
A3,0.01,0.0,0,241,0.5737241379310345,0.24645272064018447,0.14756026062184965,0.5726141078838174,0.4730290456431535,False,573,AMZN,2
A3,0.1,0.0,0,241,0.5961724137931035,0.24280984156965807,0.1928107960119497,0.5975103734439834,0.5394190871369294,False,573,AMZN,2
A3,1.0,0.0,0,241,0.6106206896551725,0.2403601559113351,0.2254152247331441,0.6141078838174274,0.5975103734439834,False,573,AMZN,2
A3,0.01,0.0,1,241,0.5580344827586207,0.25327276371441165,0.11661714815126857,0.5560165975103735,0.44813278008298757,False,573,AMZN,2
A3,0.1,0.0,1,241,0.5854137931034482,0.2501600927876956,0.17072165390774677,0.5850622406639004,0.49377593360995853,False,573,AMZN,2
A3,1.0,0.0,1,241,0.5887931034482758,0.24474970489830497,0.17753723786021566,0.5892116182572614,0.5145228215767634,False,573,AMZN,2
A3,0.01,0.0,2,241,0.5633443617314585,0.24452262817349235,0.12695150890077866,0.5643153526970954,0.5352697095435685,False,573,AMZN,2
A3,0.1,0.0,2,241,0.5901226909291426,0.24194712066031399,0.18505276892181402,0.5933609958506224,0.6141078838174274,False,573,AMZN,2
A3,1.0,0.0,2,241,0.5851254480286738,0.24071455889939905,0.17761437219697732,0.5892116182572614,0.6431535269709544,False,573,AMZN,2
B1,0.01,0.0,0,241,0.601103448275862,0.24285019283818313,0.20220689655172414,0.6016597510373444,0.5186721991701245,False,573,AMZN,2
B1,0.01,0.1,0,241,0.601103448275862,0.24589599979287952,0.20220689655172414,0.6016597510373444,0.5186721991701245,False,573,AMZN,2
B1,0.01,1.0,0,241,0.5641724137931035,0.2498062955695032,0.1282652393711412,0.5643153526970954,0.5062240663900415,False,573,AMZN,2
B1,0.1,0.0,0,241,0.6078620689655172,0.2453450783195291,0.21715154637124712,0.6099585062240664,0.5601659751037344,False,573,AMZN,2
B1,0.1,0.1,0,241,0.6078620689655172,0.2479224049986258,0.21715154637124712,0.6099585062240664,0.5601659751037344,False,573,AMZN,2
B1,0.1,1.0,0,241,0.5736896551724138,0.2562410964246137,0.1494551775135124,0.5767634854771784,0.5850622406639004,False,573,AMZN,2
B1,1.0,0.0,0,241,0.5909310344827586,0.26365948611715095,0.18346328920398947,0.5933609958506224,0.5684647302904564,False,573,AMZN,2
B1,1.0,0.1,0,241,0.5909310344827586,0.26516366882061304,0.18346328920398947,0.5933609958506224,0.5684647302904564,False,573,AMZN,2
B1,1.0,1.0,0,241,0.5780000000000001,0.27910673007541253,0.15797337429855118,0.5809128630705395,0.5809128630705395,False,573,AMZN,2
B1,0.01,0.0,1,241,0.5540344827586207,0.2568433385339112,0.10867776723246794,0.5518672199170125,0.44398340248962653,False,573,AMZN,2
B1,0.01,0.1,1,241,0.5457241379310345,0.25687993085041455,0.09196344566065891,0.5435684647302904,0.44398340248962653,False,573,AMZN,2
B1,0.01,1.0,1,241,0.5491034482758621,0.2610561002903609,0.09838346673165632,0.5477178423236515,0.46473029045643155,False,573,AMZN,2
B1,0.1,0.0,1,241,0.5604827586206897,0.260952351157094,0.12089050502793211,0.5601659751037344,0.49377593360995853,False,573,AMZN,2
B1,0.1,0.1,1,241,0.5644827586206898,0.2613597363584942,0.12887666740841358,0.5643153526970954,0.4979253112033195,False,573,AMZN,2
B1,0.1,1.0,1,241,0.5607931034482758,0.27264830836789405,0.12155267974662531,0.5601659751037344,0.4854771784232365,False,573,AMZN,2
B1,1.0,0.0,1,241,0.5792413793103448,0.2750986432147198,0.1590983987357676,0.5809128630705395,0.5477178423236515,False,573,AMZN,2
B1,1.0,0.1,1,241,0.5792413793103448,0.27609412762602703,0.1590983987357676,0.5809128630705395,0.5477178423236515,False,573,AMZN,2
B1,1.0,1.0,1,241,0.5675517241379311,0.28612575598307133,0.13520605732376215,0.5684647302904564,0.5269709543568465,False,573,AMZN,2
B1,0.01,0.0,2,241,0.5481803143093466,0.24735632357542964,0.09636062861869313,0.5477178423236515,0.4854771784232365,False,573,AMZN,2
B1,0.01,0.1,2,241,0.5439068100358423,0.24737099339399432,0.08779546738517091,0.5435684647302904,0.4896265560165975,False,573,AMZN,2
B1,0.01,1.0,2,241,0.5678591122139509,0.24996921551207457,0.1358024952987527,0.5684647302904564,0.5228215767634855,False,573,AMZN,2
B1,0.1,0.0,2,241,0.5704438930245381,0.2551630973307299,0.14251797140744923,0.5726141078838174,0.5767634854771784,False,573,AMZN,2
B1,0.1,0.1,2,241,0.5744761510890544,0.25565693081098934,0.15087812859826136,0.5767634854771784,0.5809128630705395,False,573,AMZN,2
B1,0.1,1.0,2,241,0.545526606010477,0.26671098286313816,0.09210677114933485,0.5477178423236515,0.5767634854771784,False,573,AMZN,2
B1,1.0,0.0,2,241,0.5863316790736145,0.273614537117789,0.17627240873254726,0.5892116182572614,0.6016597510373444,False,573,AMZN,2
B1,1.0,0.1,2,241,0.577784670526606,0.27558521741464326,0.15940619356233973,0.5809128630705395,0.6099585062240664,False,573,AMZN,2
B1,1.0,1.0,2,241,0.5533498759305211,0.29334126309325326,0.10856407248099494,0.5560165975103735,0.5933609958506224,False,573,AMZN,2
B2,0.01,0.0,0,241,0.601103448275862,0.24285019283818313,0.20220689655172414,0.6016597510373444,0.5186721991701245,False,573,AMZN,2
B2,0.01,0.1,0,241,0.6124827586206897,0.24603875689217813,0.22583941543780414,0.6141078838174274,0.5477178423236515,False,573,AMZN,2
B2,0.01,1.0,0,241,0.6112413793103448,0.24296296485476362,0.2252971288625668,0.6141078838174274,0.5809128630705395,False,573,AMZN,2
B2,0.1,0.0,0,241,0.6078620689655172,0.2453450783195291,0.21715154637124712,0.6099585062240664,0.5601659751037344,False,573,AMZN,2
B2,0.1,0.1,0,241,0.6026206896551725,0.24766958682821813,0.20844292377125145,0.6058091286307054,0.5892116182572614,False,573,AMZN,2
B2,0.1,1.0,0,241,0.6026206896551725,0.25679040919360935,0.20844292377125145,0.6058091286307054,0.5892116182572614,False,573,AMZN,2
B2,1.0,0.0,0,241,0.5909310344827586,0.26365948611715095,0.18346328920398947,0.5933609958506224,0.5684647302904564,False,573,AMZN,2
B2,1.0,0.1,0,241,0.6026206896551725,0.2668757422780024,0.20844292377125145,0.6058091286307054,0.5892116182572614,False,573,AMZN,2
B2,1.0,1.0,0,241,0.6023103448275862,0.2788883403145511,0.2084809762416579,0.6058091286307054,0.5975103734439834,False,573,AMZN,2
B2,0.01,0.0,1,241,0.5540344827586207,0.2568433385339112,0.10867776723246794,0.5518672199170125,0.44398340248962653,False,573,AMZN,2
B2,0.01,0.1,1,241,0.5567931034482758,0.25612342719957,0.11358620689655173,0.5560165975103735,0.48132780082987553,False,573,AMZN,2
B2,0.01,1.0,1,241,0.5678620689655172,0.25861529108145576,0.1357241379310345,0.5684647302904564,0.5186721991701245,False,573,AMZN,2
B2,0.1,0.0,1,241,0.5604827586206897,0.260952351157094,0.12089050502793211,0.5601659751037344,0.49377593360995853,False,573,AMZN,2
B2,0.1,0.1,1,241,0.5881724137931035,0.2625003706660672,0.17656414687890626,0.5892116182572614,0.5311203319502075,False,573,AMZN,2
B2,0.1,1.0,1,241,0.5844827586206897,0.269290945088198,0.16896551724137931,0.5850622406639004,0.5186721991701245,False,573,AMZN,2
B2,1.0,0.0,1,241,0.5792413793103448,0.2750986432147198,0.1590983987357676,0.5809128630705395,0.5477178423236515,False,573,AMZN,2
B2,1.0,0.1,1,241,0.5921724137931035,0.27890270540037665,0.18467626866131834,0.5933609958506224,0.5352697095435685,False,573,AMZN,2
B2,1.0,1.0,1,241,0.589103448275862,0.28833405693819275,0.17809638825095586,0.5892116182572614,0.5062240663900415,False,573,AMZN,2
B2,0.01,0.0,2,241,0.5481803143093466,0.24735632357542964,0.09636062861869313,0.5477178423236515,0.4854771784232365,False,573,AMZN,2
B2,0.01,0.1,2,241,0.5754411359250069,0.2463634141251045,0.15151016583143748,0.5767634854771784,0.5477178423236515,False,573,AMZN,2
B2,0.01,1.0,2,241,0.5896401985111663,0.24615203206487532,0.18566061360144664,0.5933609958506224,0.6307053941908713,False,573,AMZN,2
B2,0.1,0.0,2,241,0.5704438930245381,0.2551630973307299,0.14251797140744923,0.5726141078838174,0.5767634854771784,False,573,AMZN,2
B2,0.1,0.1,2,241,0.5773021781086297,0.2578803169437499,0.1597407693478883,0.5809128630705395,0.6265560165975104,False,573,AMZN,2
B2,0.1,1.0,2,241,0.5818169285911221,0.26696836182382777,0.1679981925125761,0.5850622406639004,0.6141078838174274,False,573,AMZN,2
B2,1.0,0.0,2,241,0.5863316790736145,0.273614537117789,0.17627240873254726,0.5892116182572614,0.6016597510373444,False,573,AMZN,2
B2,1.0,0.1,2,241,0.5737524124620899,0.28038301810557714,0.15085918923780214,0.5767634854771784,0.6058091286307054,False,573,AMZN,2
B2,1.0,1.0,2,241,0.5901226909291426,0.2936508822788375,0.18505276892181402,0.5933609958506224,0.6141078838174274,False,573,AMZN,2
A1,0.01,0.0,0,241,0.4985172413793103,0.25071261794041266,-0.0038355266365891713,0.5103734439834025,0.8174273858921162,False,573,AMZN,3
A1,0.1,0.0,0,241,0.5475172413793103,0.24975216182669377,0.09774131295142593,0.5518672199170125,0.6182572614107884,False,573,AMZN,3
A1,1.0,0.0,0,241,0.5318275862068965,0.24695668967801182,0.06474953342844708,0.5352697095435685,0.5933609958506224,False,573,AMZN,3
A1,0.01,0.0,1,241,0.49789655172413794,0.24868435838360156,-0.005649601421849839,0.5103734439834025,0.8340248962655602,False,573,AMZN,3
A1,0.1,0.0,1,241,0.5748965517241379,0.2472072240174016,0.1584430956507319,0.5809128630705395,0.6639004149377593,False,573,AMZN,3
A1,1.0,0.0,1,241,0.5875517241379311,0.24039094351154142,0.17578365291127673,0.5892116182572614,0.5477178423236515,False,573,AMZN,3
A1,0.01,0.0,2,241,0.5271574303832368,0.24476735830463128,0.0655398713567013,0.5352697095435685,0.7800829875518672,False,573,AMZN,3
A1,0.1,0.0,2,241,0.6418872346291701,0.24291145758001564,0.2849553918355542,0.6431535269709544,0.5477178423236515,False,573,AMZN,3
A1,1.0,0.0,2,241,0.6222084367245657,0.23418181439552305,0.2443663479967159,0.6224066390041494,0.5103734439834025,False,573,AMZN,3
A2,0.01,0.0,0,241,0.4985172413793103,0.25069642762019906,-0.0038355266365891713,0.5103734439834025,0.8174273858921162,False,573,AMZN,3
A2,0.1,0.0,0,241,0.5398275862068965,0.249704746312771,0.08129771991133825,0.5435684647302904,0.6016597510373444,False,573,AMZN,3
A2,1.0,0.0,0,241,0.5312068965517242,0.24728044215991818,0.06393548793397665,0.5352697095435685,0.6099585062240664,False,573,AMZN,3
A2,0.01,0.0,1,241,0.49789655172413794,0.2486593207344617,-0.005649601421849839,0.5103734439834025,0.8340248962655602,False,573,AMZN,3
A2,0.1,0.0,1,241,0.5767586206896551,0.2470888053146593,0.1575682918213548,0.5809128630705395,0.6141078838174274,False,573,AMZN,3
A2,1.0,0.0,1,241,0.5958620689655172,0.23995462965470932,0.19246890708678588,0.5975103734439834,0.5477178423236515,False,573,AMZN,3
A2,0.01,0.0,2,241,0.5271574303832368,0.2447525360842309,0.0655398713567013,0.5352697095435685,0.7800829875518672,False,573,AMZN,3
A2,0.1,0.0,2,241,0.6380962227736421,0.2428503597520897,0.2767653406775953,0.6390041493775933,0.5352697095435685,False,573,AMZN,3
A2,1.0,0.0,2,241,0.6063206506754895,0.2341232106780812,0.21264130135097878,0.6058091286307054,0.4854771784232365,False,573,AMZN,3
A3,0.01,0.0,0,241,0.527551724137931,0.24867361550867736,0.05508825361177177,0.5269709543568465,0.4854771784232365,False,573,AMZN,3
A3,0.1,0.0,0,241,0.5607586206896552,0.24788418275655175,0.1238097337842269,0.5643153526970954,0.5975103734439834,False,573,AMZN,3
A3,1.0,0.0,0,241,0.5170344827586207,0.2476087688341569,0.03582410574176892,0.5228215767634855,0.6556016597510373,False,573,AMZN,3
A3,0.01,0.0,1,241,0.5838620689655172,0.24504461219889695,0.16802569599114336,0.5850622406639004,0.5352697095435685,False,573,AMZN,3
A3,0.1,0.0,1,241,0.5835517241379311,0.24223070597728283,0.1676244718975492,0.5850622406639004,0.5435684647302904,False,573,AMZN,3
A3,1.0,0.0,1,241,0.5832413793103448,0.23992003715137855,0.16726904078262764,0.5850622406639004,0.5518672199170125,False,573,AMZN,3
A3,0.01,0.0,2,241,0.6077681279294183,0.2396861080144953,0.2172501095258097,0.6058091286307054,0.43568464730290457,False,573,AMZN,3
A3,0.1,0.0,2,241,0.622449682933554,0.23613752748548494,0.24479814686469906,0.6224066390041494,0.5020746887966805,False,573,AMZN,3
A3,1.0,0.0,2,241,0.6093879239040529,0.23392740594193948,0.2189116912535506,0.6099585062240664,0.5228215767634855,False,573,AMZN,3
B1,0.01,0.0,0,241,0.5016896551724138,0.2490804447843351,0.0033776801340291733,0.5020746887966805,0.5103734439834025,False,573,AMZN,3
B1,0.01,0.1,0,241,0.5016896551724138,0.24858152088226282,0.0033776801340291733,0.5020746887966805,0.5103734439834025,False,573,AMZN,3
B1,0.01,1.0,0,241,0.5093793103448276,0.24845208661779644,0.018772867581451403,0.5103734439834025,0.5269709543568465,False,573,AMZN,3
B1,0.1,0.0,0,241,0.544448275862069,0.24828486427701316,0.0902832421845239,0.5477178423236515,0.5892116182572614,False,573,AMZN,3
B1,0.1,0.1,0,241,0.544448275862069,0.24802992049331934,0.0902832421845239,0.5477178423236515,0.5892116182572614,False,573,AMZN,3
B1,0.1,1.0,0,241,0.536448275862069,0.2520662254686924,0.07381868109353165,0.5394190871369294,0.5809128630705395,False,573,AMZN,3
B1,1.0,0.0,0,241,0.5521379310344827,0.2715953456538337,0.10661776137328435,0.5560165975103735,0.6058091286307054,False,573,AMZN,3
B1,1.0,0.1,0,241,0.5521379310344827,0.2719398107340912,0.10661776137328435,0.5560165975103735,0.6058091286307054,False,573,AMZN,3
B1,1.0,1.0,0,241,0.5518275862068965,0.2758425685252515,0.10639045040768026,0.5560165975103735,0.6141078838174274,False,573,AMZN,3
B1,0.01,0.0,1,241,0.6097241379310345,0.2399298402363744,0.2193424119689965,0.6099585062240664,0.5103734439834025,False,573,AMZN,3
B1,0.01,0.1,1,241,0.6054137931034482,0.24229807153819952,0.21076945092764243,0.6058091286307054,0.5145228215767634,False,573,AMZN,3
B1,0.01,1.0,1,241,0.5675517241379311,0.2471349421738873,0.13520605732376215,0.5684647302904564,0.5269709543568465,False,573,AMZN,3
B1,0.1,0.0,1,241,0.6014137931034482,0.24485134148577067,0.20272974028938365,0.6016597510373444,0.5103734439834025,False,573,AMZN,3
B1,0.1,0.1,1,241,0.6014137931034482,0.24696960414474917,0.20272974028938365,0.6016597510373444,0.5103734439834025,False,573,AMZN,3
B1,0.1,1.0,1,241,0.5694137931034483,0.2554823054463811,0.13887548256374915,0.5684647302904564,0.47717842323651455,False,573,AMZN,3
B1,1.0,0.0,1,241,0.6143448275862069,0.2631061883340885,0.22853210113705852,0.6141078838174274,0.4979253112033195,False,573,AMZN,3
B1,1.0,0.1,1,241,0.6026551724137931,0.26467114554194615,0.20538117813824205,0.6016597510373444,0.47717842323651455,False,573,AMZN,3
B1,1.0,1.0,1,241,0.5780344827586207,0.2737792016610316,0.15626306780874652,0.5767634854771784,0.46887966804979253,False,573,AMZN,3
B1,0.01,0.0,2,241,0.5626895505927765,0.24221933425392494,0.1271801606636031,0.5601659751037344,0.4149377593360996,False,573,AMZN,3
