review_id,article_group_hash,sample_hash,relation_stratum,year,source_files,body_class,field_class,row_count,record_count,native_ticker_agrees,semantic_review_decision,independent_reviewer_id
AMZN-FNSPID-088,b88d6aead4885675b51ea8aa788f02db6942993b5fa8d4ea9372dfbd55008cf9,7c2824c285e438b17887bda9da6a7084a15a3340b59ba78a87495c43b75cfcb1,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,nasdaq,BODY,TITLE,1,1,0,,
AMZN-FNSPID-089,d502f30c86d6f3cd1c4890f86b54bc3f27659511ae749934322d9e88441bc18c,7d0a56c4c355feb87378423dfa6c69113db0005d96dd513258a1670f1df56ceb,DIRECT_TARGET_HIGH_CONFIDENCE,2018,nasdaq,BODY,TITLE,3,3,0,,
AMZN-FNSPID-090,18f7208ad6c53b2354337d79d15aa55018fe5a63c7a6e12cf36a3c946e4f23e2,7df33ba9dd68602dbec7a9363e777b04c685880f5b874c8272700729e9dbab49,DIRECT_TARGET_HIGH_CONFIDENCE,2019,nasdaq,BODY,BODY_ONLY,3,3,0,,
AMZN-FNSPID-091,024b3847640355ea00da399997b966c398c304de233611d2e28d226100cf782e,801600649340eb561ae3a55c526a551e21d8765316ee45466e24d65460d25e71,DIRECT_TARGET_HIGH_CONFIDENCE,2017,nasdaq,BODY,BODY_ONLY,2,2,0,,
AMZN-FNSPID-092,3344e9646de4a2d94c6c5ccca64c6776223f4aad125304c8f356cd0f717c7aee,819c4f7dcec79b781adae70b2f8585e4956777042349c824dfd98484ddf6c351,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,4,4,0,,
AMZN-FNSPID-093,b8097865656b7c3c599bf48684d43c099040f64bcb5c00c4634315633ee7cbb7,84c618bfde3e3268d7e6786e15615a73033a5c6c19d99ae588225e72f30bad75,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,all_external|nasdaq,NO_BODY,TITLE,2,2,0,,
AMZN-FNSPID-094,f39cb25fdde9f9db0d16166867adfcf25f7beb87dd0a98d45a305635b6b88e2a,89bc6b2a764e415130ef6eefd815c13125bc24fbd8846787d7270dfc172b9bca,DIRECT_TARGET_HIGH_CONFIDENCE,2019,nasdaq,BODY,BODY_ONLY,2,2,0,,
AMZN-FNSPID-095,d8d17dc115e10987c568d9b757965409a07663df80438eaa184d985abaa95052,8a6f5c5da20c9145fae2c98a11d0051fe06c595a597ba6af8a521a6b7c34f14c,DIRECT_TARGET_HIGH_CONFIDENCE,2017,nasdaq,BODY,BODY_ONLY,2,2,0,,
AMZN-FNSPID-096,02f0e8ab5fbaff82a6a5f15dada63df67c210ae8a831b82eb10e29f44ff52644,8af371ff79a004663ba8999000adb6768b6b5b8b8552ff2a3b07d281fa035311,DIRECT_TARGET_HIGH_CONFIDENCE,2017,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-097,1e28eb73aedf7263b9217e79db7b4e0a265d1eae5a3a3e12d055367450f4b5a2,8e79460ffe7dabb3473062d3384be44bba85e3491bf44b447ed7bc8b43da2db1,DIRECT_TARGET_HIGH_CONFIDENCE,2017,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-098,b9fe5525fbf029341b0af3cc0c7c7ba3e5fdb8516226d02ae9eeb28d269d8b04,94367a6fe6c479b01e648d432e5ab2e0dc7dd0e199f6ed94510aca2c38790189,DIRECT_TARGET_HIGH_CONFIDENCE,2017,all_external|nasdaq,NO_BODY,TITLE,2,2,0,,
AMZN-FNSPID-099,aeae5e5e52b81e862da850c88fb012d8cae793269c3e203618d7e0d8d10ec608,9ee4faf8196ee11a25eea2d48ff73e4c932073b7fe7a6e03071a582739968e3c,DIRECT_TARGET_HIGH_CONFIDENCE,2019,nasdaq,BODY,BODY_ONLY,4,4,0,,
AMZN-FNSPID-100,b21b0a89591c4e314b592ea7a82af7b26c4bd24ddaee8637dfcabe7a87e0dcf6,a165a16cc61ccbf81bcc10191ce7992c0b955c1d4388a7e672d96b2cae9cc834,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2019,nasdaq,BODY,TITLE,1,1,0,,
AMZN-FNSPID-101,86bb9efacb55b94a1fdc16d4abeb5a74050198f60de6b0bbdf3d51103616c1c8,a2dac42d3d75868ceca4da8374dadc1bc3cef9c8009bd1c985aadc7e0d46eeb4,DIRECT_TARGET_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,6,6,0,,
AMZN-FNSPID-102,dd68e3db9dc02509b884ab93b30c271ce6d84617e60536a6983830a6695b83f3,a47dcf527580da7c72b9a201ffaab3a918ed04c8d915844fd652d3dda05577a1,DIRECT_TARGET_HIGH_CONFIDENCE,2019,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-103,50f1d056daffdd14d6f957473bebf22931dc230e32d39f492a5a2b4b63449468,a50a8859a56c1d3c18bef0d5ffc02c048692b66febf31d387cd7ddf4771ff7f6,DIRECT_TARGET_HIGH_CONFIDENCE,2019,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-104,045379bc361380830e3801946200880635e342270ec6f06f261f7e75d8e55503,a6628a49e14e9cfd5751b23acce699b9f748f3c68ab6a9b0afb1b4e1c97d1f75,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,2,2,0,,
AMZN-FNSPID-105,5f5dff3b51f37fffbabf291a3037db6ec6d63649d4c661a489cc07d8d8ca15a4,a7e950ecd6107d1d0788ebdc8f72a749570d9303ec9284ab094e2f0ca2af75cd,DIRECT_TARGET_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,6,6,0,,
AMZN-FNSPID-106,b067d815abe923e03ffc082ca5341be5cc5b279d8cb60becf3003867f462015b,ac7fac2d85cf0581f5dca753dbd91b79a01ed399193cee4961b741877f502a18,DIRECT_TARGET_HIGH_CONFIDENCE,2018,nasdaq,BODY,TITLE,1,1,0,,
AMZN-FNSPID-107,8760011085b9c86c851aa2b3a29e2a54f37fd404cbb45ab905a489f855e850a4,afb9f5d513f36ce979b30fd518fa0641ceab8e02e79062cc5aa99cb641a26bcb,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,nasdaq,BODY,TITLE,1,1,0,,
AMZN-FNSPID-108,97ae8fd24beec98c14e773969ab5ede632c31c937bec3fadf2734d2c513bcace,b2ecdbbfd3cd6cca25cd3d66bc01be3b8adf595154f80ad10c1d2d5ce9af4401,DIRECT_TARGET_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,2,2,0,,
AMZN-FNSPID-109,97d10fe64c64d9cd80f1577dd3917260edceba87e090fe8751d37b9069637d5f,b3641890054e72ad1b245c0936190dbea5534227c7d5f2794fc50f6e3108042a,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,4,4,0,,
AMZN-FNSPID-110,d37d4bed168971bcef150baa86faf73a4aec822bae9c098810f1fe02061357b0,c3dd5cfbe8ff7e102171817d4478dea82f1dc54dcf251dbb7e352a8d2fa11b06,DIRECT_TARGET_HIGH_CONFIDENCE,2017,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-111,8300a0d4118a5a26effa9f8a2f1a4c42d7e3ee591b8970f50c4ea1753dcfba0d,c5d3ea921fa259de3506dd8e059d498a401561136d8f7ecbac1fbdbed3545da0,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,2,2,0,,
AMZN-FNSPID-112,0a1163950486e8779a1c8a31229f53d9f2fc3e9be258831f047adf05e6a9b1e4,ca25cfc6b16f8fcd3d6d40e2c3b41f4ae22f5f7215fbb73e12a345ef6f3b6d4a,DIRECT_TARGET_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,6,6,0,,
AMZN-FNSPID-113,bedcdc842c357b99573092c9dff0137bffd91ce0c07307a592aad663b42e4257,d6ff21446e75ad05dbd5cd5ae6ffe091f864c707b9a1c10b9e7fe4ba770262cc,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2017,nasdaq,BODY,TITLE,1,1,0,,
AMZN-FNSPID-114,117372265dc112866f7b56acf05a17093038919971989aafc8e9d78bbf3352ad,daf68dbad0507390a50d260a7b8669652d1f66159b6e5778bb1f230dd5582162,DIRECT_TARGET_HIGH_CONFIDENCE,2017,nasdaq,BODY,BODY_ONLY,1,1,0,,
AMZN-FNSPID-115,c35a48cabeb26b7c5643d5168a8c95996dd23467277fd990d92e4adf4ae999a9,dc0981b293765fe741dc0cd380f286f6b3d01752b9618446674f02c3d29ca88c,DIRECT_TARGET_HIGH_CONFIDENCE,2018,nasdaq,BODY,TITLE,1,1,0,,
AMZN-FNSPID-116,1be169d61e7e5b42b5380260e327b6ce17bae3a2e31e477b1d322fba9ae46ce8,e511a244ab4810664e321486784c68116f066f2ef0fffc751505e9c58023c3b5,MULTI_COMPANY_DIRECT_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,TITLE,4,4,0,,
AMZN-FNSPID-117,00d6d14d1cfd39712e888be59f831fc99c974d35a09302288c7c276a7c287084,f40f0f74871bc299c70b1ccc24406315423070a8b731c8ecd497d62a8859cfae,DIRECT_TARGET_HIGH_CONFIDENCE,2019,all_external|nasdaq,NO_BODY,TITLE,4,4,0,,
AMZN-FNSPID-118,6c23c74b409ecb7af9abf6cb168fca2dbbfd433a52a737b13ee090aca0ab0802,f7c77d936f287faf155036ac8f07817c40880ca74393af3a5e27b98e6d878a4b,DIRECT_TARGET_HIGH_CONFIDENCE,2018,nasdaq,BODY,TITLE,1,1,0,,
AMZN-FNSPID-119,928c8fd2d1a185c62adbb768243cd3ac4bf2df54cfda558a97e6fdcec6b7b9cc,f9d85da2f97ab4f6176e06e7e3190e7c6dd9df74d76068bc22520de0e2eb190f,DIRECT_TARGET_HIGH_CONFIDENCE,2017,nasdaq,BODY,BODY_ONLY,2,2,0,,
AMZN-FNSPID-120,9fe3725dc819b587fa8fafa957fcf9c42b09b7d2f2cf9904e589b82c05a1f18e,ffdcf15bd3d7190788bc879750b2acb4971dcb9d4b5ba903e49e68023c15d1e4,DIRECT_TARGET_HIGH_CONFIDENCE,2018,all_external|nasdaq,NO_BODY,BODY_ONLY,2,2,0,,
